Brazil,2022-01-04,434515
Anguilla,2022-01-22,30
Moldova,2022-01-31,5661
Lower middle income,2022-01-16,17752814
Myanmar,2022-01-31,123607
Spain,2022-02-12,93004
Cook Islands,2022-01-28,6
Curacao,2022-02-11,172
Dominica,2022-01-06,142
Upper middle income,2022-02-17,9889314
Moldova,2022-01-16,5755
Bhutan,2022-02-05,3383
England,2022-02-12,56772
Dominica,2022-02-14,31
Iraq,2022-01-15,58760
Armenia,2022-01-21,9671
Kiribati,2022-01-24,330
Iran,2022-01-27,374925
Denmark,2022-02-09,4633
Ireland,2022-02-04,9301
Morocco,2022-02-04,52160
Samoa,2022-01-24,248
Spain,2022-01-06,184043
Norway,2022-01-28,26583
Switzerland,2022-01-23,44696
Latvia,2022-01-20,8043
Africa,2022-01-05,1774931
Norway,2022-01-22,40410
South America,2022-01-30,2805400
Costa Rica,2022-01-17,18386
Bolivia,2022-01-10,101932
Gabon,2022-01-06,3128
Malta,2022-01-01,5965
Lithuania,2022-01-16,11315
Northern Ireland,2022-02-17,2057
Hungary,2022-01-25,25174
Denmark,2022-01-22,26714
Bermuda,2022-01-24,401
Turks and Caicos Islands,2022-01-20,122
Ireland,2022-01-20,19015
Saint Lucia,2022-02-03,78
South Africa,2022-01-06,46353
Liechtenstein,2022-02-02,84
Somalia,2022-01-26,1578
Paraguay,2022-02-03,24715
Botswana,2022-02-02,2733
United Arab Emirates,2022-01-28,33739
European Union,2022-01-19,2824227
Romania,2022-01-18,18769
Antigua and Barbuda,2022-02-05,18
Gibraltar,2022-02-16,74
Guernsey,2022-02-05,78
Democratic Republic of Congo,2022-02-07,5476
Spain,2022-01-07,181264
Sweden,2022-01-13,52858
Anguilla,2022-01-21,30
Denmark,2022-01-23,24991
Papua New Guinea,2022-01-18,143
United Kingdom,2022-01-19,141454
Guernsey,2022-01-20,66
European Union,2022-01-18,2963268
Zimbabwe,2022-02-10,9196
Trinidad and Tobago,2022-01-22,1895
Ethiopia,2022-01-30,403
Finland,2022-02-02,41801
Mauritania,2022-01-30,4654
Gibraltar,2022-02-14,65
Anguilla,2022-02-01,30
Bosnia and Herzegovina,2022-01-23,4315
Aruba,2022-01-02,58
Togo,2022-01-06,4788
Mauritania,2022-01-15,6733
Thailand,2022-01-19,451015
Denmark,2022-02-05,6230
Albania,2022-02-04,16144
Kenya,2022-02-17,206556
Zambia,2022-02-04,14677
Malawi,2022-02-10,1067
Fiji,2022-01-15,234
Italy,2022-02-20,152654
Austria,2022-01-09,43508
South Korea,2022-01-13,431923
Netherlands,2022-02-04,33311
High income,2022-01-29,4713393
Scotland,2022-01-12,21389
World,2022-02-15,22632596
Aruba,2022-02-05,62
Djibouti,2022-01-02,608
World,2022-01-21,29845021
Saint Lucia,2022-01-05,87
Tonga,2022-01-11,196
Cape Verde,2022-01-03,968
Jamaica,2022-01-13,4157
Chile,2022-01-05,110455
Indonesia,2022-01-06,1320742
Spain,2022-02-07,118357
Bulgaria,2022-01-05,12358
Low income,2022-02-06,314392
Czechia,2022-01-15,68118
Italy,2022-02-11,262335
Ukraine,2022-02-03,60356
Saint Vincent and the Grenadines,2022-02-12,159
India,2022-01-23,7359274
Iran,2022-01-11,537857
Anguilla,2022-02-09,24
Benin,2022-01-07,16754
Myanmar,2022-01-24,167649
Grenada,2022-02-15,48
Indonesia,2022-01-29,1252137
Costa Rica,2022-01-05,18182
High income,2022-02-01,4165822
Indonesia,2022-01-31,1252137
Algeria,2022-01-22,16222
Papua New Guinea,2022-01-21,473
Croatia,2022-01-19,15056
Saint Vincent and the Grenadines,2022-01-22,82
Isle of Man,2022-02-17,39
Bulgaria,2022-02-09,6356
Latvia,2022-01-21,7558
Algeria,2022-01-17,16222
Uganda,2022-02-05,221509
Denmark,2022-02-06,5876
United Kingdom,2022-02-17,68440
Guyana,2022-01-05,1528
Thailand,2022-01-02,259660
Romania,2022-02-05,15068
Slovakia,2022-01-15,19457
Guernsey,2022-01-03,1747
Afghanistan,2022-01-05,17604
Guinea-Bissau,2022-01-24,718
France,2022-01-10,639913
Cape Verde,2022-01-18,2865
Japan,2022-01-06,139729
Vietnam,2022-01-02,1037414
Slovakia,2022-01-28,8889
Haiti,2022-02-16,453
Senegal,2022-02-09,56741
Bolivia,2022-01-24,45186
Mali,2022-02-01,
Malawi,2022-01-30,1397
Cuba,2022-01-03,114953
Switzerland,2022-01-08,68123
Japan,2022-01-09,139729
England,2022-01-14,161871
Papua New Guinea,2022-01-27,583
Kyrgyzstan,2022-02-05,7909
Moldova,2022-01-21,6802
Suriname,2022-01-31,248
Ukraine,2022-01-23,68531
Libya,2022-01-18,9830
Moldova,2022-01-02,3635
Haiti,2022-01-03,525
Macao,2022-01-15,2599
Sao Tome and Principe,2022-01-04,384
Guernsey,2022-01-24,79
Cape Verde,2022-01-19,2861
Uruguay,2022-01-29,17181
Low income,2022-01-05,376914
Togo,2022-01-15,4869
Mozambique,2022-01-04,99879
Hungary,2022-01-12,25782
Switzerland,2022-02-11,11296
Bosnia and Herzegovina,2022-01-04,4315
Andorra,2022-01-10,865
Russia,2022-02-02,282301
Honduras,2022-02-17,42225
Kosovo,2022-01-17,3388
Cuba,2022-02-09,36421
North Macedonia,2022-01-18,1476
Turkey,2022-01-02,508590
Oceania,2022-01-20,321063
Italy,2022-01-21,595100
Montserrat,2022-02-02,8
Fiji,2022-01-05,377
North Macedonia,2022-01-03,1615
Papua New Guinea,2022-02-02,404
Pakistan,2022-01-15,692491
Oceania,2022-01-14,315639
Montenegro,2022-02-14,369
Djibouti,2022-01-09,608
Bhutan,2022-01-19,14589
Guyana,2022-01-29,1943
Libya,2022-01-07,12263
San Marino,2022-01-22,327
Dominica,2022-02-12,27
Saudi Arabia,2022-01-15,190585
Togo,2022-01-17,4897
Russia,2022-01-18,354157
Georgia,2022-02-02,8581
Nepal,2022-02-07,387959
New Zealand,2022-01-09,28490
Czechia,2022-01-28,32630
Denmark,2022-01-25,19966
South Korea,2022-01-30,318218
Tanzania,2022-02-17,
Samoa,2022-01-07,57
Ecuador,2022-01-03,50886
Aruba,2022-02-13,59
Comoros,2022-02-14,0
Uruguay,2022-01-25,19188
Afghanistan,2022-01-12,15287
Armenia,2022-01-06,4849
Seychelles,2022-01-18,347
Tajikistan,2022-02-02,44782
Norway,2022-01-24,38010
Egypt,2022-01-26,259740
Mauritania,2022-02-01,4508
Lower middle income,2022-02-10,9300393
Nicaragua,2022-01-22,37525
Argentina,2022-01-06,315488
Liechtenstein,2022-01-19,246
Guinea,2022-01-28,14292
Northern Ireland,2022-01-29,2695
Bulgaria,2022-02-05,6949
United Kingdom,2022-02-03,86779
Estonia,2022-01-05,3035
Paraguay,2022-02-11,26504
Moldova,2022-02-08,5330
Dominican Republic,2022-01-14,17732
Nicaragua,2022-01-05,21715
Jamaica,2022-01-10,3665
Iraq,2022-01-03,35970
Anguilla,2022-02-13,23
Nepal,2022-01-04,219116
Zimbabwe,2022-01-17,13689
Chile,2022-01-30,60333
Comoros,2022-02-17,
Hungary,2022-02-15,
Sri Lanka,2022-01-19,78938
Tajikistan,2022-01-18,53591
Guatemala,2022-01-19,90941
Northern Ireland,2022-02-01,2436
Antigua and Barbuda,2022-01-01,66
Comoros,2022-01-23,609
Latvia,2022-01-11,10486
San Marino,2022-01-21,311
Mauritania,2022-01-28,4947
Ireland,2022-01-15,27462
Anguilla,2022-02-05,29
Guyana,2022-02-07,1763
Northern Ireland,2022-01-04,6569
Papua New Guinea,2022-02-06,924
Saudi Arabia,2022-01-01,229772
Zimbabwe,2022-01-22,12879
Guatemala,2022-02-02,57569
Thailand,2022-02-19,222202
Cote d'Ivoire,2022-01-18,10956
United Arab Emirates,2022-01-29,33281
Lebanon,2022-01-26,14177
France,2022-01-14,555969
Colombia,2022-01-01,140628
Macao,2022-01-03,1418
Saint Lucia,2022-02-07,68
Peru,2022-01-08,272615
Saint Lucia,2022-01-08,104
South America,2022-01-31,2746693
Sint Maarten (Dutch part),2022-01-20,230
Liberia,2022-01-12,4440
Malaysia,2022-02-13,150791
Senegal,2022-02-02,4472
Macao,2022-01-29,2252
Israel,2022-01-21,24466
South America,2022-02-17,1840051
Poland,2022-01-17,188813
Dominica,2022-01-10,85
Philippines,2022-02-05,355789
Antigua and Barbuda,2022-01-23,103
Greenland,2022-01-13,51
Angola,2022-01-01,53366
Gibraltar,2022-01-25,122
Asia,2022-02-19,19433984
Croatia,2022-02-09,4685
Panama,2022-01-17,25715
Qatar,2022-01-11,15637
Singapore,2022-01-10,48722
Uganda,2022-01-09,92494
Italy,2022-01-01,429853
Estonia,2022-02-03,2226
Palestine,2022-01-16,430
Ukraine,2022-01-26,67500
Lithuania,2022-02-20,892
Jordan,2022-01-21,30150
Australia,2022-01-01,74348
Fiji,2022-01-28,226
Dominica,2022-01-14,42
Yemen,2022-02-03,2171
Benin,2022-01-26,14887
Brunei,2022-01-03,5130
Low income,2022-01-17,276220
Indonesia,2022-01-18,1252137
Afghanistan,2022-01-11,15680
Asia,2022-02-15,16663006
Saudi Arabia,2022-01-25,234843
Ghana,2022-01-04,59476
Sudan,2022-02-17,
Ethiopia,2022-01-28,507
Uruguay,2022-01-11,8900
Denmark,2022-01-16,37518
Oman,2022-02-01,15655
Japan,2022-02-18,853570
Chile,2022-02-16,71561
Albania,2022-01-26,5471
Antigua and Barbuda,2022-01-13,114
Mongolia,2022-01-16,4825
Chile,2022-01-18,72263
South America,2022-01-14,2247528
High income,2022-02-08,3629489
Russia,2022-01-20,205754
Qatar,2022-01-21,26159
Moldova,2022-02-02,5391
Iceland,2022-01-03,471
Samoa,2022-01-10,57
Cuba,2022-01-27,92128
Philippines,2022-01-22,657986
Greece,2022-02-14,33577
Pakistan,2022-01-18,783227
Costa Rica,2022-01-13,19029
Wales,2022-02-01,4663
Tanzania,2022-01-03,33147
Zimbabwe,2022-01-14,14013
India,2022-02-10,4125867
Venezuela,2022-01-30,155884
Tunisia,2022-01-01,60481
Ukraine,2022-01-20,68696
Japan,2022-01-11,140648
Laos,2022-02-13,48048
Honduras,2022-02-05,20484
Uganda,2022-02-01,75497
Argentina,2022-02-04,337101
Lithuania,2022-01-18,9564
Faeroe Islands,2022-01-05,197
Bahrain,2022-01-03,6730
Uruguay,2022-01-19,21523
Democratic Republic of Congo,2022-01-02,7036
South Korea,2022-01-05,435512
Solomon Islands,2022-01-02,680
Solomon Islands,2022-01-26,1156
Cote d'Ivoire,2022-01-01,119128
Pakistan,2022-02-10,1975849
Honduras,2022-02-01,21412
South Sudan,2022-01-27,2834
Albania,2022-01-22,5471
Kyrgyzstan,2022-01-09,4597
Greece,2022-02-19,23510
Asia,2022-01-26,17974622
China,2022-01-30,4582429
Romania,2022-02-10,11546
Singapore,2022-02-06,22014
San Marino,2022-01-26,295
Mexico,2022-01-20,600245
Georgia,2022-01-19,6758
Slovenia,2022-02-19,1456
Dominica,2022-01-03,152
Netherlands,2022-01-12,209689
Macao,2022-01-17,2627
South America,2022-01-16,2252042
Latvia,2022-01-19,8317
Australia,2022-01-10,223110
Senegal,2022-01-19,4472
Saint Lucia,2022-01-27,66
Curacao,2022-02-06,225
Burundi,2022-02-04,65
Liberia,2022-02-10,1580
Liechtenstein,2022-02-14,54
Trinidad and Tobago,2022-01-13,3379
Cape Verde,2022-01-17,2869
New Caledonia,2022-01-21,210
Nicaragua,2022-02-07,23713
Sweden,2022-02-10,45011
Iraq,2022-01-29,42088
Mali,2022-01-20,11722
Belgium,2022-01-25,59002
Sao Tome and Principe,2022-01-13,384
Barbados,2022-01-12,327
Vanuatu,2022-02-04,399
Lithuania,2022-02-03,3277
Curacao,2022-02-10,177
Colombia,2022-01-28,218780
Argentina,2022-02-13,261770
China,2022-01-15,5615286
Peru,2022-01-29,116919
Oceania,2022-02-15,211215
Uruguay,2022-01-04,4856
Mongolia,2022-01-14,3945
Sudan,2022-01-17,8915
Singapore,2022-02-01,24630
Lithuania,2022-01-19,8826
Taiwan,2022-01-06,46098
Philippines,2022-01-28,452829
Ireland,2022-01-11,31617
Africa,2022-02-18,851941
Cote d'Ivoire,2022-01-12,18610
Saint Kitts and Nevis,2022-01-26,30
Italy,2022-02-08,318623
Slovakia,2022-01-16,18589
Eswatini,2022-01-13,1985
Timor,2022-01-06,1061
New Zealand,2022-01-26,57650
Portugal,2022-01-30,80690
Peru,2022-01-09,285203
Wales,2022-01-16,10967
Poland,2022-02-17,57224
Jordan,2022-02-09,15782
Zimbabwe,2022-02-06,10183
Oman,2022-01-22,14822
Sweden,2022-02-03,59887
Nicaragua,2022-01-23,37289
Zambia,2022-01-12,26720
Jamaica,2022-01-31,2290
Cote d'Ivoire,2022-02-01,50304
Philippines,2022-01-10,638667
Serbia,2022-01-05,5861
Antigua and Barbuda,2022-01-20,103
Gambia,2022-01-06,2299
Democratic Republic of Congo,2022-01-16,3724
Zimbabwe,2022-02-20,9447
Europe,2022-01-21,3235863
Samoa,2022-02-08,401
Timor,2022-01-22,1403
Nicaragua,2022-01-27,35880
Germany,2022-01-13,645832
Curacao,2022-01-07,1421
Niger,2022-01-14,8594
Lower middle income,2022-02-11,9692276
Scotland,2022-01-18,17500
Gambia,2022-01-09,2299
Bulgaria,2022-02-15,5089
Saint Vincent and the Grenadines,2022-01-21,82
Greece,2022-02-10,35473
Benin,2022-01-21,15565
France,2022-01-12,606194
Moldova,2022-02-18,4377
Bahrain,2022-01-25,3640
Maldives,2022-02-07,2818
Dominica,2022-01-27,45
Asia,2022-01-30,14603136
Kosovo,2022-01-25,4496
New Caledonia,2022-01-28,184
Finland,2022-01-12,72110
Slovakia,2022-02-02,5916
Burkina Faso,2022-01-12,7399
Iceland,2022-02-09,1557
Guinea-Bissau,2022-01-15,142
Georgia,2022-01-08,4981
England,2022-02-16,53739
Hungary,2022-02-06,13118
North America,2022-01-21,2134761
Iceland,2022-01-01,421
Guinea,2022-01-08,24076
Uzbekistan,2022-01-05,63577
North America,2022-01-26,2066461
North America,2022-01-03,1651177
Egypt,2022-01-08,374469
New Caledonia,2022-01-20,212
Brazil,2022-02-01,1120005
Jordan,2022-01-26,16541
Cape Verde,2022-01-29,2853
Anguilla,2022-02-10,21
Haiti,2022-01-14,251
Guatemala,2022-01-29,56563
Liechtenstein,2022-02-09,55
Faeroe Islands,2022-01-04,252
Mali,2022-01-17,11722
Upper middle income,2022-02-01,7901009
Germany,2022-01-29,372911
Lesotho,2022-02-17,
Papua New Guinea,2022-02-09,928
Mauritania,2022-02-03,4508
Sri Lanka,2022-02-18,55170
Jersey,2022-01-10,504
United States,2022-01-01,1062842
Austria,2022-01-15,45438
Kyrgyzstan,2022-01-23,9567
Guatemala,2022-02-06,51442
Lower middle income,2022-02-14,10144842
Thailand,2022-01-01,270471
Latvia,2022-01-12,10335
Armenia,2022-01-15,7879
Vanuatu,2022-01-19,736
Bangladesh,2022-01-12,1228523
Democratic Republic of Congo,2022-01-06,1670
Malawi,2022-01-27,1223
Ethiopia,2022-01-19,1272
Iceland,2022-01-05,573
Namibia,2022-01-18,908
Ireland,2022-02-01,8784
Portugal,2022-02-19,44910
Spain,2022-01-16,239028
Kosovo,2022-01-22,4127
Denmark,2022-01-14,40401
Bulgaria,2022-02-18,4216
Comoros,2022-02-09,1427
Comoros,2022-01-05,1176
Bangladesh,2022-01-04,829757
Georgia,2022-02-08,4241
Dominican Republic,2022-01-23,20017
Denmark,2022-01-21,28386
Venezuela,2022-01-26,126261
Philippines,2022-01-02,579259
Saint Kitts and Nevis,2022-01-01,75
Uruguay,2022-01-27,17627
Bolivia,2022-01-15,70450
Qatar,2022-01-09,12049
Laos,2022-02-03,48048
Gibraltar,2022-01-08,27
Azerbaijan,2022-01-13,26437
Lithuania,2022-02-16,999
Albania,2022-01-03,5727
Argentina,2022-01-11,415255
Austria,2022-01-08,42753
Montenegro,2022-01-05,1006
Georgia,2022-01-05,4668
Niger,2022-01-10,18757
Czechia,2022-01-21,45407
Guatemala,2022-01-18,92819
San Marino,2022-01-07,151
El Salvador,2022-02-13,6903
Cayman Islands,2022-01-31,105
Asia,2022-02-12,15280889
Norway,2022-01-08,51989
Bangladesh,2022-01-06,829757
India,2022-01-01,5726859
Georgia,2022-01-10,6481
Uzbekistan,2022-02-02,45515
Philippines,2022-01-30,459031
South Sudan,2022-01-07,810
Iceland,2022-01-06,648
Kenya,2022-02-18,181643
Afghanistan,2022-01-28,10176
Uruguay,2022-01-30,17182
Slovakia,2022-01-10,23794
Chile,2022-01-31,57416
Europe,2022-02-08,1777722
Laos,2022-01-19,37150
England,2022-01-23,94221
Saint Lucia,2022-01-11,121
Mozambique,2022-01-21,184424
Russia,2022-02-01,317496
Mongolia,2022-01-18,5276
Bahrain,2022-01-27,3494
Africa,2022-02-17,909098
Iran,2022-01-20,388159
Oceania,2022-01-30,292647
Belgium,2022-02-13,34044
Low income,2022-01-10,1004328
Guernsey,2022-01-30,69
Low income,2022-02-02,461698
Zimbabwe,2022-01-30,9128
Liechtenstein,2022-02-12,67
Panama,2022-01-31,16854
Guernsey,2022-01-28,73
Denmark,2022-02-04,6694
France,2022-02-10,200013
Slovenia,2022-01-12,6521
British Virgin Islands,2022-01-23,18
Argentina,2022-01-03,350473
Costa Rica,2022-01-28,12156
Estonia,2022-01-13,4557
Dominican Republic,2022-02-06,30774
El Salvador,2022-01-03,7051
New Caledonia,2022-02-04,125
Bahamas,2022-01-18,466
Cayman Islands,2022-01-11,198
Colombia,2022-01-22,255928
Grenada,2022-01-19,145
Honduras,2022-01-28,21412
Isle of Man,2022-02-14,56
Nigeria,2022-01-24,205058
Low income,2022-01-16,455067
British Virgin Islands,2022-01-21,22
Mexico,2022-02-17,607682
Iraq,2022-02-10,40689
Russia,2022-01-02,421171
Guinea,2022-02-09,62
United Arab Emirates,2022-02-12,20264
Zimbabwe,2022-02-09,8697
Uruguay,2022-02-12,7273
Asia,2022-01-25,19263478
Macao,2022-02-20,2832
Venezuela,2022-02-07,186419
Bulgaria,2022-02-16,4781
Africa,2022-02-10,1673458
Zimbabwe,2022-01-25,11846
Iraq,2022-01-26,47509
Argentina,2022-01-08,412976
New Zealand,2022-01-31,51953
Comoros,2022-01-17,609
Libya,2022-02-02,11077
Mongolia,2022-01-31,1984
Bolivia,2022-01-19,70036
Bermuda,2022-02-18,92
South America,2022-02-15,2032751
Algeria,2022-01-25,16222
Nauru,2022-01-17,0
Montenegro,2022-02-11,403
Austria,2022-01-20,36205
